country_std,indicator_name,sex,age_group,age_categories,Year,Unemployment,GDP
Gabon,Unemployment rate by sex and age,Female,25+,Adults,2020,28.379,15364.0
Gabon,Unemployment rate by sex and age,Female,Under 15,Children,2020,30.353,15364.0
Gabon,Unemployment rate by sex and age,Male,15-24,Youth,2020,33.867,15364.0
Gabon,Unemployment rate by sex and age,Male,25+,Adults,2020,13.736,15364.0
Gabon,Unemployment rate by sex and age,Male,Under 15,Children,2020,15.622,15364.0
Gambia,Unemployment rate by sex and age,Female,15-24,Youth,2020,7.356,1809.0
Gambia,Unemployment rate by sex and age,Female,25+,Adults,2020,2.225,1809.0
Gambia,Unemployment rate by sex and age,Female,Under 15,Children,2020,3.547,1809.0
Gambia,Unemployment rate by sex and age,Male,15-24,Youth,2020,9.312,1809.0
Gambia,Unemployment rate by sex and age,Male,25+,Adults,2020,4.849,1809.0
Gambia,Unemployment rate by sex and age,Male,Under 15,Children,2020,5.838,1809.0
Georgia,Unemployment rate by sex and age,Female,15-24,Youth,2020,32.218,16013.0
Georgia,Unemployment rate by sex and age,Female,25+,Adults,2020,8.63,16013.0
Georgia,Unemployment rate by sex and age,Female,Under 15,Children,2020,10.226,16013.0
Georgia,Unemployment rate by sex and age,Male,15-24,Youth,2020,29.971,16013.0
Georgia,Unemployment rate by sex and age,Male,25+,Adults,2020,11.059,16013.0
Georgia,Unemployment rate by sex and age,Male,Under 15,Children,2020,13.07,16013.0
Germany,Unemployment rate by sex and age,Female,15-24,Youth,2020,6.671,3936989.0
Germany,Unemployment rate by sex and age,Female,25+,Adults,2020,3.085,3936989.0
Germany,Unemployment rate by sex and age,Female,Under 15,Children,2020,3.444,3936989.0
Germany,Unemployment rate by sex and age,Male,15-24,Youth,2020,7.526,3936989.0
Germany,Unemployment rate by sex and age,Male,25+,Adults,2020,3.847,3936989.0
Germany,Unemployment rate by sex and age,Male,Under 15,Children,2020,4.225,3936989.0
Ghana,Unemployment rate by sex and age,Female,15-24,Youth,2020,6.647,70008.0
Ghana,Unemployment rate by sex and age,Female,25+,Adults,2020,2.796,70008.0
Ghana,Unemployment rate by sex and age,Female,Under 15,Children,2020,3.486,70008.0
Ghana,Unemployment rate by sex and age,Male,15-24,Youth,2020,6.792,70008.0
Ghana,Unemployment rate by sex and age,Male,25+,Adults,2020,2.573,70008.0
Ghana,Unemployment rate by sex and age,Male,Under 15,Children,2020,3.359,70008.0
Greece,Unemployment rate by sex and age,Female,15-24,Youth,2020,38.538,191210.0
Greece,Unemployment rate by sex and age,Female,25+,Adults,2020,18.256,191210.0
Greece,Unemployment rate by sex and age,Female,Under 15,Children,2020,19.274,191210.0
Greece,Unemployment rate by sex and age,Male,15-24,Youth,2020,30.02,191210.0
Greece,Unemployment rate by sex and age,Male,25+,Adults,2020,12.277,191210.0
Greece,Unemployment rate by sex and age,Male,Under 15,Children,2020,13.207,191210.0
Guatemala,Unemployment rate by sex and age,Female,15-24,Youth,2020,6.577,77718.0
Guatemala,Unemployment rate by sex and age,Female,25+,Adults,2020,2.602,77718.0
Guatemala,Unemployment rate by sex and age,Female,Under 15,Children,2020,3.622,77718.0
Guatemala,Unemployment rate by sex and age,Male,15-24,Youth,2020,4.371,77718.0
Guatemala,Unemployment rate by sex and age,Male,25+,Adults,2020,1.81,77718.0
Guatemala,Unemployment rate by sex and age,Male,Under 15,Children,2020,2.52,77718.0
Guinea,Unemployment rate by sex and age,Female,15-24,Youth,2020,9.547,14089.0
Guinea,Unemployment rate by sex and age,Female,25+,Adults,2020,4.955,14089.0
Guinea,Unemployment rate by sex and age,Female,Under 15,Children,2020,5.937,14089.0
Guinea,Unemployment rate by sex and age,Male,15-24,Youth,2020,7.163,14089.0
Guinea,Unemployment rate by sex and age,Male,25+,Adults,2020,5.97,14089.0
Guinea,Unemployment rate by sex and age,Male,Under 15,Children,2020,6.153,14089.0
Guinea-Bissau,Unemployment rate by sex and age,Female,15-24,Youth,2020,4.951,1523.0
Guinea-Bissau,Unemployment rate by sex and age,Female,25+,Adults,2020,2.54,1523.0
Guinea-Bissau,Unemployment rate by sex and age,Female,Under 15,Children,2020,3.039,1523.0
Guinea-Bissau,Unemployment rate by sex and age,Male,15-24,Youth,2020,4.504,1523.0
Guinea-Bissau,Unemployment rate by sex and age,Male,25+,Adults,2020,4.215,1523.0
Guinea-Bissau,Unemployment rate by sex and age,Male,Under 15,Children,2020,4.278,1523.0
Guyana,Unemployment rate by sex and age,Female,15-24,Youth,2020,38.629,5471.0
Guyana,Unemployment rate by sex and age,Female,25+,Adults,2020,10.642,5471.0
Guyana,Unemployment rate by sex and age,Female,Under 15,Children,2020,17.169,5471.0
Guyana,Unemployment rate by sex and age,Male,15-24,Youth,2020,26.314,5471.0
Guyana,Unemployment rate by sex and age,Male,25+,Adults,2020,11.187,5471.0
Guyana,Unemployment rate by sex and age,Male,Under 15,Children,2020,14.678,5471.0
Haiti,Unemployment rate by sex and age,Female,15-24,Youth,2020,50.335,14508.0
Haiti,Unemployment rate by sex and age,Female,25+,Adults,2020,13.398,14508.0
Haiti,Unemployment rate by sex and age,Female,Under 15,Children,2020,18.695,14508.0
Haiti,Unemployment rate by sex and age,Male,15-24,Youth,2020,30.94,14508.0
Haiti,Unemployment rate by sex and age,Male,25+,Adults,2020,9.244,14508.0
Haiti,Unemployment rate by sex and age,Male,Under 15,Children,2020,12.843,14508.0
Honduras,Unemployment rate by sex and age,Female,15-24,Youth,2020,26.169,23190.0
Honduras,Unemployment rate by sex and age,Female,25+,Adults,2020,9.456,23190.0
Honduras,Unemployment rate by sex and age,Female,Under 15,Children,2020,13.937,23190.0
Honduras,Unemployment rate by sex and age,Male,15-24,Youth,2020,11.031,23190.0
Honduras,Unemployment rate by sex and age,Male,25+,Adults,2020,7.656,23190.0
Honduras,Unemployment rate by sex and age,Male,Under 15,Children,2020,8.576,23190.0
Hong Kong,Unemployment rate by sex and age,Female,15-24,Youth,2020,13.678,344941.0
Hong Kong,Unemployment rate by sex and age,Female,25+,Adults,2020,4.169,344941.0
Hong Kong,Unemployment rate by sex and age,Female,Under 15,Children,2020,4.734,344941.0
Hong Kong,Unemployment rate by sex and age,Male,15-24,Youth,2020,17.413,344941.0
Hong Kong,Unemployment rate by sex and age,Male,25+,Adults,2020,6.211,344941.0
Hong Kong,Unemployment rate by sex and age,Male,Under 15,Children,2020,6.872,344941.0
Hungary,Unemployment rate by sex and age,Female,15-24,Youth,2020,13.985,158468.0
Hungary,Unemployment rate by sex and age,Female,25+,Adults,2020,3.845,158468.0
Hungary,Unemployment rate by sex and age,Female,Under 15,Children,2020,4.482,158468.0
Hungary,Unemployment rate by sex and age,Male,15-24,Youth,2020,11.86,158468.0
Hungary,Unemployment rate by sex and age,Male,25+,Adults,2020,3.466,158468.0
Hungary,Unemployment rate by sex and age,Male,Under 15,Children,2020,4.062,158468.0
Iceland,Unemployment rate by sex and age,Female,15-24,Youth,2020,8.864,21630.0
Iceland,Unemployment rate by sex and age,Female,25+,Adults,2020,4.528,21630.0
Iceland,Unemployment rate by sex and age,Female,Under 15,Children,2020,5.29,21630.0
Iceland,Unemployment rate by sex and age,Male,15-24,Youth,2020,10.912,21630.0
Iceland,Unemployment rate by sex and age,Male,25+,Adults,2020,4.745,21630.0
Iceland,Unemployment rate by sex and age,Male,Under 15,Children,2020,5.64,21630.0
India,Unemployment rate by sex and age,Female,15-24,Youth,2020,24.865,2674852.0
India,Unemployment rate by sex and age,Female,25+,Adults,2020,4.333,2674852.0
India,Unemployment rate by sex and age,Female,Under 15,Children,2020,6.751,2674852.0
India,Unemployment rate by sex and age,Male,15-24,Youth,2020,24.513,2674852.0
India,Unemployment rate by sex and age,Male,25+,Adults,2020,5.431,2674852.0
India,Unemployment rate by sex and age,Male,Under 15,Children,2020,8.229,2674852.0
Indonesia,Unemployment rate by sex and age,Female,15-24,Youth,2020,14.355,1059055.0
Indonesia,Unemployment rate by sex and age,Female,25+,Adults,2020,1.821,1059055.0
Indonesia,Unemployment rate by sex and age,Female,Under 15,Children,2020,3.766,1059055.0
Indonesia,Unemployment rate by sex and age,Male,15-24,Youth,2020,15.053,1059055.0
Indonesia,Unemployment rate by sex and age,Male,25+,Adults,2020,2.713,1059055.0
Indonesia,Unemployment rate by sex and age,Male,Under 15,Children,2020,4.565,1059055.0
Iran,Unemployment rate by sex and age,Female,15-24,Youth,2020,35.413,195528.0
Iran,Unemployment rate by sex and age,Female,25+,Adults,2020,13.498,195528.0
Iran,Unemployment rate by sex and age,Female,Under 15,Children,2020,15.693,195528.0
Iran,Unemployment rate by sex and age,Male,15-24,Youth,2020,21.156,195528.0
Iran,Unemployment rate by sex and age,Male,25+,Adults,2020,7.196,195528.0
Iran,Unemployment rate by sex and age,Male,Under 15,Children,2020,8.483,195528.0
Iraq,Unemployment rate by sex and age,Female,15-24,Youth,2020,65.09,182576.0
Iraq,Unemployment rate by sex and age,Female,25+,Adults,2020,21.24,182576.0
Iraq,Unemployment rate by sex and age,Female,Under 15,Children,2020,29.188,182576.0
Iraq,Unemployment rate by sex and age,Male,15-24,Youth,2020,30.241,182576.0
Iraq,Unemployment rate by sex and age,Male,25+,Adults,2020,8.975,182576.0
Iraq,Unemployment rate by sex and age,Male,Under 15,Children,2020,13.583,182576.0
Ireland,Unemployment rate by sex and age,Female,15-24,Youth,2020,15.245,436205.0
Ireland,Unemployment rate by sex and age,Female,25+,Adults,2020,4.334,436205.0
Ireland,Unemployment rate by sex and age,Female,Under 15,Children,2020,5.647,436205.0
Ireland,Unemployment rate by sex and age,Male,15-24,Youth,2020,15.236,436205.0
Ireland,Unemployment rate by sex and age,Male,25+,Adults,2020,4.427,436205.0
Ireland,Unemployment rate by sex and age,Male,Under 15,Children,2020,5.597,436205.0
Israel,Unemployment rate by sex and age,Female,15-24,Youth,2020,7.935,410771.0
Israel,Unemployment rate by sex and age,Female,25+,Adults,2020,3.256,410771.0
Israel,Unemployment rate by sex and age,Female,Under 15,Children,2020,3.971,410771.0
Israel,Unemployment rate by sex and age,Male,15-24,Youth,2020,7.383,410771.0
Israel,Unemployment rate by sex and age,Male,25+,Adults,2020,3.836,410771.0
Israel,Unemployment rate by sex and age,Male,Under 15,Children,2020,4.351,410771.0
Italy,Unemployment rate by sex and age,Female,15-24,Youth,2020,31.772,1905956.0
Italy,Unemployment rate by sex and age,Female,25+,Adults,2020,9.073,1905956.0
Italy,Unemployment rate by sex and age,Female,Under 15,Children,2020,10.19,1905956.0
Italy,Unemployment rate by sex and age,Male,15-24,Youth,2020,27.926,1905956.0
Italy,Unemployment rate by sex and age,Male,25+,Adults,2020,7.166,1905956.0
Italy,Unemployment rate by sex and age,Male,Under 15,Children,2020,8.4,1905956.0
Jamaica,Unemployment rate by sex and age,Female,15-24,Youth,2020,23.444,13885.0
Jamaica,Unemployment rate by sex and age,Female,25+,Adults,2020,5.457,13885.0
Jamaica,Unemployment rate by sex and age,Female,Under 15,Children,2020,7.434,13885.0
Jamaica,Unemployment rate by sex and age,Male,15-24,Youth,2020,17.79,13885.0
Jamaica,Unemployment rate by sex and age,Male,25+,Adults,2020,4.093,13885.0
Jamaica,Unemployment rate by sex and age,Male,Under 15,Children,2020,5.733,13885.0
Japan,Unemployment rate by sex and age,Female,15-24,Youth,2020,4.079,5054069.0
Japan,Unemployment rate by sex and age,Female,25+,Adults,2020,2.373,5054069.0
Japan,Unemployment rate by sex and age,Female,Under 15,Children,2020,2.532,5054069.0
Japan,Unemployment rate by sex and age,Male,15-24,Youth,2020,5.269,5054069.0
Japan,Unemployment rate by sex and age,Male,25+,Adults,2020,2.849,5054069.0
Japan,Unemployment rate by sex and age,Male,Under 15,Children,2020,3.032,5054069.0
Jordan,Unemployment rate by sex and age,Female,15-24,Youth,2020,53.017,43762.0
Jordan,Unemployment rate by sex and age,Female,25+,Adults,2020,19.092,43762.0
Jordan,Unemployment rate by sex and age,Female,Under 15,Children,2020,25.354,43762.0
Jordan,Unemployment rate by sex and age,Male,15-24,Youth,2020,39.846,43762.0
Jordan,Unemployment rate by sex and age,Male,25+,Adults,2020,13.369,43762.0
Jordan,Unemployment rate by sex and age,Male,Under 15,Children,2020,17.879,43762.0
Kazakhstan,Unemployment rate by sex and age,Female,15-24,Youth,2020,4.169,171082.0
Kazakhstan,Unemployment rate by sex and age,Female,25+,Adults,2020,5.5,171082.0
Kazakhstan,Unemployment rate by sex and age,Female,Under 15,Children,2020,5.368,171082.0
Kazakhstan,Unemployment rate by sex and age,Male,15-24,Youth,2020,3.446,171082.0
Kazakhstan,Unemployment rate by sex and age,Male,25+,Adults,2020,4.559,171082.0
Kazakhstan,Unemployment rate by sex and age,Male,Under 15,Children,2020,4.429,171082.0
Kenya,Unemployment rate by sex and age,Female,15-24,Youth,2020,15.919,100912.0
Kenya,Unemployment rate by sex and age,Female,25+,Adults,2020,4.307,100912.0
Kenya,Unemployment rate by sex and age,Female,Under 15,Children,2020,6.582,100912.0
Kenya,Unemployment rate by sex and age,Male,15-24,Youth,2020,10.697,100912.0
Kenya,Unemployment rate by sex and age,Male,25+,Adults,2020,3.294,100912.0
Kenya,Unemployment rate by sex and age,Male,Under 15,Children,2020,4.696,100912.0
South Korea,Unemployment rate by sex and age,Female,15-24,Youth,2020,9.626,1744456.0
South Korea,Unemployment rate by sex and age,Female,25+,Adults,2020,3.576,1744456.0
South Korea,Unemployment rate by sex and age,Female,Under 15,Children,2020,3.988,1744456.0
South Korea,Unemployment rate by sex and age,Male,15-24,Youth,2020,10.741,1744456.0
South Korea,Unemployment rate by sex and age,Male,25+,Adults,2020,3.575,1744456.0
South Korea,Unemployment rate by sex and age,Male,Under 15,Children,2020,3.888,1744456.0
Kuwait,Unemployment rate by sex and age,Female,15-24,Youth,2020,36.29,111048.0
Kuwait,Unemployment rate by sex and age,Female,25+,Adults,2020,6.942,111048.0
Kuwait,Unemployment rate by sex and age,Female,Under 15,Children,2020,8.518,111048.0
Kuwait,Unemployment rate by sex and age,Male,15-24,Youth,2020,11.627,111048.0
Kuwait,Unemployment rate by sex and age,Male,25+,Adults,2020,1.385,111048.0
Kuwait,Unemployment rate by sex and age,Male,Under 15,Children,2020,1.814,111048.0
Kyrgyzstan,Unemployment rate by sex and age,Female,15-24,Youth,2020,9.942,8283.0
Kyrgyzstan,Unemployment rate by sex and age,Female,25+,Adults,2020,4.108,8283.0
Kyrgyzstan,Unemployment rate by sex and age,Female,Under 15,Children,2020,4.986,8283.0
Kyrgyzstan,Unemployment rate by sex and age,Male,15-24,Youth,2020,7.497,8283.0
Kyrgyzstan,Unemployment rate by sex and age,Male,25+,Adults,2020,3.651,8283.0
Kyrgyzstan,Unemployment rate by sex and age,Male,Under 15,Children,2020,4.366,8283.0
Laos,Unemployment rate by sex and age,Female,15-24,Youth,2020,6.309,18511.0
Laos,Unemployment rate by sex and age,Female,25+,Adults,2020,2.099,18511.0
Laos,Unemployment rate by sex and age,Female,Under 15,Children,2020,3.117,18511.0
Laos,Unemployment rate by sex and age,Male,15-24,Youth,2020,7.179,18511.0
Laos,Unemployment rate by sex and age,Male,25+,Adults,2020,3.756,18511.0
Laos,Unemployment rate by sex and age,Male,Under 15,Children,2020,4.515,18511.0
Latvia,Unemployment rate by sex and age,Female,15-24,Youth,2020,15.464,33353.0
Latvia,Unemployment rate by sex and age,Female,25+,Adults,2020,6.583,33353.0
Latvia,Unemployment rate by sex and age,Female,Under 15,Children,2020,7.065,33353.0
Latvia,Unemployment rate by sex and age,Male,15-24,Youth,2020,14.393,33353.0
Latvia,Unemployment rate by sex and age,Male,25+,Adults,2020,8.735,33353.0
Latvia,Unemployment rate by sex and age,Male,Under 15,Children,2020,9.124,33353.0
Lebanon,Unemployment rate by sex and age,Female,15-24,Youth,2020,24.659,24976.0
Lebanon,Unemployment rate by sex and age,Female,25+,Adults,2020,14.039,24976.0
Lebanon,Unemployment rate by sex and age,Female,Under 15,Children,2020,16.138,24976.0
Lebanon,Unemployment rate by sex and age,Male,15-24,Youth,2020,27.982,24976.0
Lebanon,Unemployment rate by sex and age,Male,25+,Adults,2020,8.634,24976.0
Lebanon,Unemployment rate by sex and age,Male,Under 15,Children,2020,11.962,24976.0
Lesotho,Unemployment rate by sex and age,Female,15-24,Youth,2020,39.0,2092.0
Lesotho,Unemployment rate by sex and age,Female,25+,Adults,2020,16.431,2092.0
Lesotho,Unemployment rate by sex and age,Female,Under 15,Children,2020,20.629,2092.0
Lesotho,Unemployment rate by sex and age,Male,15-24,Youth,2020,19.613,2092.0
Lesotho,Unemployment rate by sex and age,Male,25+,Adults,2020,15.882,2092.0
Lesotho,Unemployment rate by sex and age,Male,Under 15,Children,2020,16.658,2092.0
Liberia,Unemployment rate by sex and age,Female,15-24,Youth,2020,2.816,3037.0
Liberia,Unemployment rate by sex and age,Female,25+,Adults,2020,3.013,3037.0
Liberia,Unemployment rate by sex and age,Female,Under 15,Children,2020,2.965,3037.0
Liberia,Unemployment rate by sex and age,Male,15-24,Youth,2020,2.865,3037.0
Liberia,Unemployment rate by sex and age,Male,25+,Adults,2020,5.934,3037.0
Liberia,Unemployment rate by sex and age,Male,Under 15,Children,2020,5.188,3037.0
Libya,Unemployment rate by sex and age,Female,15-24,Youth,2020,73.061,46893.0
Libya,Unemployment rate by sex and age,Female,25+,Adults,2020,21.69,46893.0
Libya,Unemployment rate by sex and age,Female,Under 15,Children,2020,25.494,46893.0
Libya,Unemployment rate by sex and age,Male,15-24,Youth,2020,43.964,46893.0
Libya,Unemployment rate by sex and age,Male,25+,Adults,2020,13.75,46893.0
Libya,Unemployment rate by sex and age,Male,Under 15,Children,2020,16.505,46893.0
